timestamp,http_method,endpoint,status_code,response_time_ms,client_ip,user_agent,request_size_bytes,response_size_bytes,request_id,header_field_1,header_field_2,header_field_3,header_field_4,header_field_5,header_field_6,header_field_7,header_field_8,header_field_9,header_field_10,header_field_11,header_field_12,header_field_13,header_field_14,header_field_15,header_field_16,header_field_17,header_field_18,header_field_19,header_field_20,header_field_21,header_field_22,header_field_23,header_field_24,header_field_25,header_field_26,header_field_27,header_field_28,header_field_29,header_field_30,header_field_31,header_field_32,header_field_33,header_field_34,header_field_35,header_field_36,header_field_37,header_field_38,header_field_39,header_field_40
2026-04-28 20:46:22.781524,GET,/api/metrics,200,53,192.168.1.8,PostmanRuntime/7.28.4,3424,17644,10cfc028-9627-41db-b967-7283705549f8,True,True,value_83_10,20.45,768,531,value_74_10,61.04,925,909,32.64,False,126,18.1,160,714,True,value_83_10,value_53_10,value_86_10,True,True,69.16,True,False,value_36_10,False,value_100_10,78.26,67,value_64_10,886,value_62_10,69.42,value_52_10,False,928,428,54.54,8.98
2026-04-27 11:21:22.781524,PATCH,/api/orders,200,24,192.168.1.9,PostmanRuntime/7.28.4,4585,7850,43f67e47-e82d-402a-ae51-ea358f40d8e4,False,True,value_44_11,71.41,589,260,value_74_11,94.93,920,356,55.98,False,808,85.44,680,50,False,value_39_11,value_80_11,value_49_11,False,True,61.81,False,True,value_57_11,False,value_84_11,5.61,877,value_42_11,15,value_57_11,51.27,value_35_11,False,300,374,8.82,0.23
2026-04-28 03:41:22.781524,PUT,/api/orders,401,111,192.168.1.7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",355,15683,f13f7fbf-3957-470f-a82f-359af398497b,True,True,value_15_12,49.4,370,804,value_61_12,39.66,358,609,11.58,False,699,49.23,88,782,True,value_59_12,value_96_12,value_87_12,False,False,63.32,True,False,value_10_12,True,value_6_12,85.27,883,value_24_12,128,value_44_12,30.53,value_65_12,False,601,72,60.69,4.42
2026-04-29 12:48:22.781524,GET,/api/settings,201,20,10.0.0.130,curl/7.68.0,4904,6738,337e77fa-9a99-4e79-a4ed-a359ab102413,True,True,value_38_13,75.46,174,933,value_32_13,95.41,339,266,37.67,False,873,24.72,687,323,True,value_41_13,value_20_13,value_96_13,False,False,22.89,True,True,value_92_13,True,value_97_13,22.55,213,value_63_13,574,value_24_13,21.26,value_70_13,False,102,948,15.16,34.18
2026-04-26 20:48:22.781524,GET,/api/auth/login,204,445,192.168.1.109,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",1938,6590,7629c693-c288-4753-b6da-33044006d6d0,False,True,value_56_14,10.29,193,255,value_61_14,13.5,388,616,0.91,True,13,87.07,780,788,True,value_97_14,value_31_14,value_23_14,False,False,23.26,False,True,value_37_14,False,value_4_14,37.69,654,value_28_14,108,value_7_14,3.32,value_64_14,False,987,997,3.09,63.29
2026-04-26 18:13:22.781524,GET,/api/products,200,15,10.0.0.144,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",2044,12137,97f9b3f5-d23c-4c6f-980a-64f7eff4b5ab,True,False,value_21_15,53.65,501,733,value_53_15,48.38,576,951,81.87,True,970,44.53,584,140,True,value_10_15,value_21_15,value_79_15,False,False,22.08,False,True,value_31_15,False,value_32_15,46.17,375,value_46_15,886,value_33_15,30.39,value_57_15,True,249,633,97.07,6.9
2026-04-30 00:38:22.781524,GET,/api/products,200,182,192.168.1.36,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",109,13147,a76bffdd-6b93-49e3-99f3-9ef4908870bf,True,False,value_59_16,37.88,987,904,value_25_16,26.99,989,322,12.84,False,977,51.48,756,469,False,value_2_16,value_23_16,value_73_16,False,False,17.38,False,True,value_35_16,False,value_26_16,48.09,743,value_34_16,532,value_62_16,65.32,value_11_16,True,452,29,77.35,0.57
2026-04-26 19:18:22.781524,POST,/api/metrics,201,125,10.0.0.167,curl/7.68.0,2971,10411,b03e0e61-0b94-4ae8-a078-987785302f1c,True,True,value_1_17,45.7,112,225,value_13_17,53.98,688,634,28.33,False,11,35.92,588,786,False,value_59_17,value_53_17,value_39_17,False,False,65.57,False,False,value_43_17,False,value_3_17,43.52,212,value_44_17,669,value_15_17,93.83,value_77_17,True,519,187,98.01,93.71
2026-04-29 18:55:22.781524,GET,/api/settings,200,232,10.0.0.144,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",897,8972,35458234-a52b-489c-b7c2-39dbc8bcc598,True,True,value_93_18,60.4,113,52,value_13_18,16.2,2,987,1.84,True,86,59.3,158,801,True,value_80_18,value_4_18,value_52_18,True,True,84.8,True,False,value_41_18,False,value_80_18,93.74,78,value_36_18,268,value_9_18,87.12,value_6_18,True,152,363,47.79,82.19
2026-04-29 14:49:22.781524,GET,/api/users,200,89,192.168.1.27,python-requests/2.25.1,1115,18771,2148acb4-ce14-4435-b455-45304f8b0783,False,False,value_93_19,50.23,221,939,value_85_19,84.15,428,540,43.22,True,523,16.35,488,333,True,value_73_19,value_23_19,value_71_19,True,False,72.43,True,True,value_70_19,True,value_20_19,70.6,725,value_77_19,161,value_52_19,76.61,value_56_19,False,858,865,53.23,80.92
2026-05-02 13:45:22.781524,POST,/api/metrics,503,43,10.0.0.144,python-requests/2.25.1,1924,3766,55b720d0-c146-437c-8f0f-f6f2a8f184c1,True,True,value_34_20,53.99,677,866,value_56_20,84.64,141,648,84.01,True,908,39.11,970,892,True,value_13_20,value_95_20,value_1_20,True,True,79.21,True,False,value_11_20,True,value_31_20,63.12,627,value_90_20,259,value_63_20,78.84,value_95_20,True,173,799,16.83,88.44
2026-04-28 17:07:22.781524,GET,/api/settings,200,811,10.0.0.180,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",4569,1166,9b847fc0-1f7a-4e94-bf6b-1cf6108087d9,False,True,value_65_21,48.64,946,499,value_46_21,95.52,375,194,39.22,True,536,96.94,323,963,True,value_10_21,value_43_21,value_39_21,True,False,40.48,False,True,value_18_21,False,value_17_21,4.98,603,value_36_21,923,value_10_21,66.5,value_42_21,False,342,450,24.69,70.0
2026-04-26 04:45:22.781524,GET,/api/auth/login,200,375,192.168.1.29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",3236,4688,876f0416-8ba1-4b7b-bbd5-690d0829cf89,False,True,value_98_22,40.9,830,505,value_55_22,15.47,669,920,17.95,False,300,25.81,609,372,False,value_69_22,value_53_22,value_37_22,True,False,65.41,True,True,value_20_22,True,value_61_22,90.39,781,value_72_22,101,value_74_22,26.03,value_78_22,False,669,194,83.85,10.44
2026-04-30 22:21:22.781524,GET,/api/auth/login,503,403,192.168.1.8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",2293,17555,70a43688-b586-4a7d-96dd-86e3a33fc0bc,True,False,value_23_23,77.19,643,853,value_53_23,62.33,323,737,75.37,False,242,65.67,380,563,False,value_28_23,value_86_23,value_27_23,True,True,35.42,False,True,value_30_23,True,value_86_23,90.94,922,value_2_23,505,value_81_23,90.72,value_33_23,False,430,155,35.62,39.91
2026-05-01 19:19:22.781524,GET,/api/auth/login,500,67,192.168.1.189,PostmanRuntime/7.28.4,323,10661,31f18709-ad2c-42e7-ad09-fadc05044f57,False,False,value_65_24,1.22,896,363,value_60_24,47.42,145,331,78.88,True,121,32.52,101,493,True,value_65_24,value_95_24,value_56_24,True,True,52.55,True,True,value_50_24,True,value_15_24,78.02,380,value_67_24,734,value_88_24,67.07,value_4_24,True,726,171,82.68,72.31
2026-04-27 02:59:22.781524,POST,/api/auth/login,200,17,192.168.1.58,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",4258,11814,1a9e0e79-d44c-4717-b0c7-41a37fe4f682,False,False,value_14_25,59.84,263,279,value_94_25,34.44,957,169,17.38,False,146,77.35,493,538,True,value_34_25,value_32_25,value_75_25,False,True,48.16,False,False,value_89_25,False,value_73_25,0.7,679,value_25_25,570,value_7_25,56.04,value_12_25,False,688,846,70.9,28.03
2026-04-30 00:15:22.781524,GET,/api/auth/login,404,82,192.168.1.190,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",4025,13391,917bae2c-ac3c-45ba-a8d5-0ae0f63b8524,False,False,value_81_26,56.55,924,592,value_7_26,35.15,292,520,77.09,True,566,13.09,643,668,True,value_17_26,value_35_26,value_78_26,False,True,17.69,False,True,value_20_26,True,value_28_26,5.73,57,value_11_26,246,value_20_26,11.1,value_30_26,True,686,40,17.72,68.74
2026-04-26 14:25:22.781524,POST,/api/settings,200,164,10.0.0.144,python-requests/2.25.1,4884,5277,5111d79c-291e-455f-b2b3-bfac595a813c,True,False,value_39_27,71.62,54,713,value_87_27,41.28,664,462,94.73,False,749,96.98,613,750,False,value_45_27,value_21_27,value_84_27,False,False,38.71,True,True,value_91_27,False,value_60_27,22.52,795,value_31_27,639,value_20_27,44.71,value_87_27,True,851,62,50.74,2.45
2026-05-01 23:38:22.781524,POST,/api/settings,200,89,10.0.0.56,python-requests/2.25.1,4100,4400,9908c6bd-f1b4-4e9d-9ae9-ea42044cea60,False,True,value_82_28,59.9,870,157,value_84_28,70.49,431,39,16.64,True,355,45.38,18,155,True,value_9_28,value_90_28,value_42_28,False,True,96.38,False,False,value_28_28,True,value_90_28,13.13,25,value_93_28,794,value_73_28,46.04,value_74_28,False,849,22,67.74,30.61
2026-04-29 00:57:22.781524,GET,/api/orders,204,361,192.168.1.9,python-requests/2.25.1,1733,14216,e81666b2-3d69-4ef7-b074-51a6779fa682,False,False,value_65_29,82.68,642,631,value_83_29,59.83,704,536,77.1,False,684,23.61,453,290,False,value_32_29,value_14_29,value_60_29,True,False,24.86,False,True,value_9_29,False,value_33_29,39.88,880,value_53_29,836,value_39_29,86.46,value_76_29,False,657,359,23.5,54.91
2026-04-29 19:39:22.781524,POST,/api/products,401,73,192.168.1.229,PostmanRuntime/7.28.4,2252,7481,eb33e86b-f814-4a53-9dc2-42ad5ce9c2ec,False,True,value_78_30,95.91,799,58,value_13_30,45.97,948,260,70.86,True,903,7.35,481,647,True,value_48_30,value_49_30,value_57_30,True,True,13.38,True,True,value_54_30,True,value_99_30,92.26,446,value_63_30,536,value_11_30,54.66,value_3_30,False,961,74,83.07,63.21
2026-05-02 06:33:22.781524,GET,/api/auth/login,403,681,192.168.1.174,python-requests/2.25.1,610,6876,b92024f8-8aa4-4c0c-b9ce-2ddba3a409b9,True,True,value_26_31,34.25,777,726,value_8_31,7.59,974,394,47.36,True,732,16.98,593,143,False,value_37_31,value_5_31,value_57_31,False,False,41.86,False,True,value_53_31,False,value_48_31,47.21,65,value_72_31,130,value_32_31,38.04,value_98_31,True,323,559,54.48,57.7
2026-04-27 21:24:22.781524,GET,/api/users,200,132,10.0.0.167,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",484,17407,6836b0b8-e7f3-472e-b526-d63cf1f764ea,False,False,value_20_32,22.74,457,127,value_52_32,7.78,584,954,5.79,False,630,51.98,396,105,True,value_21_32,value_61_32,value_87_32,False,False,79.03,False,False,value_43_32,False,value_22_32,1.34,920,value_98_32,352,value_16_32,97.68,value_87_32,False,989,671,16.52,69.78
2026-04-26 11:53:22.781524,DELETE,/api/settings,404,379,10.0.0.155,curl/7.68.0,504,19277,4700fafc-14af-469f-a9f8-da30238f8e6b,True,False,value_48_33,42.36,978,735,value_94_33,0.23,398,225,7.47,True,308,33.7,278,419,False,value_57_33,value_29_33,value_28_33,True,False,58.21,False,True,value_70_33,True,value_78_33,28.27,759,value_31_33,195,value_72_33,11.07,value_35_33,True,672,824,58.3,0.61
2026-04-26 05:24:22.781524,PATCH,/api/users,403,53,192.168.1.190,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",4713,19477,f54f6efc-d90f-42bc-9168-40415d7cd29d,True,True,value_98_34,28.79,877,720,value_44_34,96.77,816,983,85.24,False,694,82.89,850,669,True,value_70_34,value_26_34,value_66_34,False,False,68.1,True,False,value_60_34,False,value_78_34,4.46,253,value_89_34,792,value_98_34,42.25,value_74_34,False,638,117,99.97,10.09
2026-04-28 07:07:22.781524,PUT,/api/users,500,115,10.0.0.7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",4671,10660,0a2cb1ea-a6c5-4219-8563-ef57b3f79bfe,True,True,value_21_35,61.5,161,881,value_14_35,0.53,888,123,99.01,False,287,43.09,364,657,True,value_91_35,value_59_35,value_61_35,False,False,18.97,True,True,value_54_35,False,value_96_35,3.63,898,value_61_35,915,value_54_35,4.2,value_6_35,False,419,611,15.05,86.89
2026-04-28 23:55:22.781524,GET,/api/users,400,250,10.0.0.56,python-requests/2.25.1,2100,14624,2e2963f1-c6cb-4972-b7f1-16ad83e4700b,True,True,value_70_36,91.19,379,114,value_32_36,10.31,343,974,67.61,True,306,24.87,330,1,True,value_39_36,value_45_36,value_95_36,False,False,61.89,False,True,value_8_36,False,value_92_36,27.57,967,value_83_36,929,value_78_36,73.99,value_98_36,True,593,379,81.68,68.17
2026-04-26 14:41:22.781524,GET,/api/orders,201,39,10.0.0.167,curl/7.68.0,2856,16782,3147cc5d-9da7-4c23-9293-1ec217d407de,True,False,value_100_37,13.91,992,208,value_25_37,31.46,963,37,44.6,False,811,61.71,640,944,False,value_79_37,value_40_37,value_22_37,False,True,32.35,True,False,value_27_37,False,value_15_37,27.56,43,value_92_37,665,value_77_37,91.81,value_97_37,True,484,928,20.73,11.29
2026-04-28 08:28:22.781524,POST,/api/settings,200,38,10.0.0.7,curl/7.68.0,1768,10988,1d6f7a34-7fae-47a7-b7de-2c0457c9dbf4,True,False,value_68_38,10.08,86,525,value_25_38,80.74,139,327,64.76,False,593,70.68,343,588,True,value_84_38,value_30_38,value_85_38,True,False,83.43,False,True,value_54_38,False,value_100_38,78.71,96,value_63_38,381,value_80_38,28.0,value_23_38,True,658,919,78.24,84.21
2026-04-26 20:28:22.781524,GET,/api/users,200,708,192.168.1.190,curl/7.68.0,1560,5740,8f0083c6-ba72-4586-a9fa-66fdfc906edb,False,False,value_1_39,25.6,54,520,value_69_39,96.21,186,250,59.44,False,965,16.7,821,643,False,value_68_39,value_29_39,value_11_39,False,True,62.93,False,True,value_50_39,False,value_21_39,97.48,553,value_58_39,644,value_29_39,85.83,value_61_39,True,750,678,73.46,24.22
2026-04-30 00:41:22.781524,GET,/api/auth/login,500,260,192.168.1.27,PostmanRuntime/7.28.4,3736,10953,ce77cd84-9cc9-4007-9c1a-f620a597a4b5,True,False,value_77_40,72.61,475,551,value_58_40,79.0,804,900,38.36,False,913,16.76,454,89,False,value_2_40,value_4_40,value_37_40,False,True,19.89,False,False,value_99_40,False,value_40_40,37.12,226,value_3_40,226,value_100_40,29.22,value_67_40,True,411,289,30.05,47.83
2026-04-28 20:48:22.781524,GET,/api/metrics,502,18,192.168.1.71,python-requests/2.25.1,2824,10978,dfac118b-f3df-4094-9681-1e45b453178f,False,False,value_42_41,59.3,799,961,value_18_41,69.06,60,175,6.56,False,722,3.67,600,344,True,value_86_41,value_85_41,value_66_41,True,False,6.46,False,False,value_75_41,False,value_14_41,42.89,773,value_12_41,700,value_67_41,91.08,value_84_41,True,935,439,32.58,14.52
2026-04-30 20:42:22.781524,GET,/api/users,200,111,192.168.1.189,curl/7.68.0,4909,12894,db09102f-a71d-4786-b5ce-f8f7e65da1f6,False,True,value_63_42,10.22,177,236,value_55_42,52.13,996,601,82.15,True,661,73.64,724,349,True,value_71_42,value_25_42,value_85_42,True,True,4.26,False,False,value_90_42,True,value_75_42,84.48,678,value_38_42,475,value_49_42,75.4,value_57_42,False,83,667,79.25,71.01
2026-04-29 20:31:22.781524,DELETE,/api/orders,200,123,10.0.0.155,PostmanRuntime/7.28.4,4278,19762,b323dd6c-9c0c-4b96-a0dc-ef643b4d2651,True,False,value_3_43,91.88,390,280,value_24_43,8.67,938,913,37.18,False,548,66.38,654,458,True,value_39_43,value_52_43,value_82_43,False,False,37.14,True,False,value_3_43,True,value_4_43,26.81,435,value_29_43,476,value_58_43,80.49,value_36_43,False,112,932,46.14,66.69
2026-04-27 13:18:22.781524,GET,/api/settings,200,282,192.168.1.7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",2148,4932,3d23ca78-22b3-41d6-a186-031b7c855169,False,True,value_15_44,79.01,348,358,value_36_44,95.82,379,453,81.88,False,351,47.46,64,262,False,value_85_44,value_43_44,value_80_44,True,True,26.59,False,False,value_98_44,False,value_40_44,15.64,790,value_52_44,264,value_57_44,1.8,value_24_44,True,736,6,73.08,21.11
2026-04-29 21:59:22.781524,POST,/api/orders,200,67,192.168.1.109,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",4246,14068,bc820063-4f1f-44f5-8f98-839a413e118d,False,True,value_47_45,2.3,7,200,value_60_45,75.84,709,36,25.25,False,311,84.42,75,350,True,value_14_45,value_36_45,value_43_45,False,False,64.61,True,True,value_74_45,False,value_74_45,85.31,600,value_89_45,371,value_39_45,96.28,value_75_45,False,331,195,14.8,86.34
2026-04-29 17:54:22.781524,GET,/api/users,503,50,192.168.1.7,PostmanRuntime/7.28.4,4880,14678,85ae74b9-bc5c-4193-982b-4eecc1e9aeb4,False,True,value_40_46,65.14,832,757,value_32_46,63.89,806,315,0.1,False,872,80.57,710,107,False,value_18_46,value_9_46,value_12_46,False,True,49.93,True,False,value_49_46,True,value_87_46,4.65,378,value_32_46,485,value_76_46,72.67,value_56_46,True,377,420,85.26,40.13
2026-04-28 02:06:22.781524,POST,/api/settings,200,26,192.168.1.152,PostmanRuntime/7.28.4,816,18160,263e2626-0c7f-4542-a426-c32d452156f4,False,False,value_31_47,77.12,312,277,value_10_47,75.9,439,687,15.89,False,58,58.54,142,585,False,value_34_47,value_99_47,value_97_47,True,False,26.6,False,True,value_62_47,True,value_49_47,61.97,177,value_40_47,433,value_55_47,30.48,value_82_47,False,754,567,71.09,29.25
2026-04-28 17:48:22.781524,POST,/api/metrics,200,121,192.168.1.190,python-requests/2.25.1,4644,802,c602ff0f-3c99-4680-9793-44055c445249,True,False,value_8_48,37.44,758,234,value_57_48,72.41,318,972,46.85,True,642,86.83,916,38,True,value_15_48,value_36_48,value_31_48,False,False,14.92,False,True,value_1_48,True,value_51_48,56.2,426,value_85_48,645,value_40_48,82.94,value_63_48,False,654,832,90.69,15.23
2026-04-26 12:23:22.781524,GET,/api/users,200,243,192.168.1.9,python-requests/2.25.1,4683,17522,2ef9ca8e-c1b8-42af-8433-72ce39ef9bad,False,False,value_31_49,6.89,834,493,value_71_49,63.72,301,795,94.43,False,923,20.58,914,908,True,value_14_49,value_45_49,value_87_49,False,False,12.72,True,True,value_46_49,False,value_92_49,34.59,914,value_75_49,210,value_73_49,28.15,value_12_49,True,40,192,13.24,26.62
2026-05-02 15:14:22.781524,PATCH,/api/orders,200,21,192.168.1.109,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1923,555,33536525-f06b-47d1-8ef1-7a34cb27e887,True,True,value_73_50,7.73,983,3,value_13_50,98.06,343,964,10.22,True,713,11.19,827,158,True,value_96_50,value_83_50,value_40_50,False,False,86.47,True,False,value_39_50,True,value_26_50,31.52,708,value_48_50,571,value_80_50,87.28,value_61_50,True,934,558,59.3,2.2
2026-04-27 15:37:22.781524,POST,/api/products,200,503,192.168.1.58,curl/7.68.0,2181,13513,981305e3-ad49-482a-b298-944115d4bdf1,False,True,value_11_51,10.42,982,665,value_7_51,90.34,10,972,85.42,True,754,26.97,604,582,True,value_71_51,value_66_51,value_29_51,False,True,24.35,True,False,value_97_51,False,value_10_51,77.19,306,value_61_51,939,value_8_51,11.26,value_45_51,True,769,147,59.91,58.33
2026-05-01 18:45:22.781524,DELETE,/api/auth/login,204,126,10.0.0.155,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",3519,9217,539a9dd6-04a2-4045-ae24-2ffece1e13be,False,True,value_11_52,84.04,442,441,value_84_52,64.67,61,592,52.7,True,34,5.71,472,958,True,value_20_52,value_52_52,value_26_52,True,False,65.17,False,True,value_50_52,False,value_76_52,8.64,778,value_71_52,376,value_79_52,70.37,value_53_52,False,958,786,35.35,84.22
2026-04-28 11:44:22.781524,PUT,/api/orders,204,64,10.0.0.130,curl/7.68.0,1674,8650,a7c5f000-019e-42eb-a3ea-53d2eae510b3,True,True,value_94_53,91.07,766,28,value_70_53,69.32,844,113,82.59,True,444,53.12,416,311,True,value_35_53,value_87_53,value_19_53,True,True,81.07,True,False,value_54_53,True,value_89_53,23.68,503,value_68_53,394,value_95_53,54.07,value_43_53,True,796,668,45.85,54.9
